,0,1,2,3,4,5,6,7,8,9,10,11,12,13
4940,22,527,A,2,1,2,817,428,740,364,703,499,6,X
4941,23,552,B,2,2,2,533,288,803,441,711,359,8,X
4942,24,597,A,2,2,1,767,497,549,289,692,514,7,X
4943,25,619,B,2,2,2,459,272,704,509,571,287,8,A
4944,0,0,A,0,0,0,0,0,0,0,0,0,0,X
4945,1,38,A,2,1,2,727,543,632,446,731,601,1,X
4946,2,60,B,2,2,2,616,467,666,555,645,442,6,X
4947,3,81,A,2,2,2,869,535,605,457,653,567,6,B
4948,0,0,A,0,0,0,0,0,0,0,0,0,0,X
4949,1,22,A,2,1,2,809,435,634,326,722,512,1,X
4950,2,44,B,2,2,2,790,375,760,444,648,321,6,X
4951,3,69,A,2,1,2,819,571,744,352,708,483,8,X
4952,4,100,B,2,2,1,747,321,755,595,640,315,5,X
4953,5,113,A,2,1,2,502,472,619,317,791,619,6,X
4954,6,142,B,2,1,2,485,406,559,501,602,304,6,A
4955,0,0,A,0,0,0,0,0,0,0,0,0,0,X
4956,1,11,B,2,2,2,690,375,622,583,704,412,2,X
4957,2,67,A,2,2,1,749,576,700,371,688,590,5,X
4958,3,85,B,2,2,2,775,381,705,580,690,384,8,X
4959,4,121,A,2,2,1,430,582,714,396,707,593,5,X
4960,5,146,B,2,1,2,500,394,475,587,679,393,8,X
4961,6,175,A,2,2,1,817,637,527,392,587,593,3,X
4962,7,206,B,2,2,1,806,487,755,644,649,411,7,X
4963,8,236,A,2,1,2,802,508,781,471,699,594,6,X
4964,9,259,B,2,2,2,688,403,784,516,749,465,8,X
4965,10,328,A,2,2,1,779,615,681,407,690,611,5,X
4966,11,340,B,2,2,2,833,435,728,618,676,417,8,X
4967,12,362,A,2,2,1,803,614,746,438,712,615,5,X
4968,13,373,B,2,2,2,644,436,733,615,795,442,6,X
4969,14,405,A,2,2,2,498,636,684,438,673,615,8,X
4970,15,442,B,2,2,1,500,385,529,642,595,421,3,X
4971,16,478,A,2,2,1,491,542,508,381,599,610,7,X
4972,17,505,B,2,1,2,510,383,509,551,575,403,8,X
4973,18,546,A,2,2,1,782,534,530,382,605,589,7,X
4974,19,573,B,2,2,2,801,480,756,548,600,395,6,X
4975,20,604,A,2,1,2,787,642,760,472,691,563,8,X
4976,21,661,B,2,2,1,838,398,720,650,649,419,5,A
4977,0,0,A,0,0,0,0,0,0,0,0,0,0,X
4978,1,54,A,2,1,2,723,438,624,374,735,496,1,X
4979,2,78,B,2,1,2,805,393,699,453,626,378,6,X
4980,3,110,A,2,1,2,683,557,735,394,701,458,8,X
4981,4,161,B,2,2,1,514,379,720,566,634,376,7,X
4982,5,185,A,2,2,2,340,557,548,381,601,541,8,X
4983,6,218,B,2,2,1,737,355,419,591,582,374,3,X
4984,7,245,A,1,2,1,926,537,651,361,593,520,3,X
4985,8,278,B,1,2,1,744,372,861,545,658,372,7,X
4986,9,301,A,2,1,2,816,429,711,377,885,550,6,X
4987,10,331,B,2,1,2,812,395,782,450,662,378,6,X
4988,11,361,A,2,1,2,871,454,759,393,775,445,8,X
4989,12,415,B,2,2,1,676,360,816,464,665,371,5,B
4990,0,0,A,0,0,0,0,0,0,0,0,0,0,X
4991,1,50,B,2,1,2,666,455,632,562,709,413,1,X
4992,2,71,A,2,2,2,766,523,691,450,641,569,6,X
4993,3,94,B,2,2,2,503,379,739,550,650,439,8,X
4994,4,128,A,2,2,1,493,571,527,379,637,571,4,X
4995,5,139,B,2,1,2,584,409,638,573,524,380,4,X
4996,6,157,A,2,2,1,611,575,606,416,629,576,4,X
4997,7,167,B,2,1,2,736,442,659,595,606,418,6,X
4998,8,190,A,2,1,2,510,665,702,431,664,593,8,X
4999,9,221,B,1,2,1,524,379,592,638,586,416,3,X
5000,10,257,A,2,2,1,467,631,527,384,625,615,3,X
5001,11,283,B,1,2,1,470,408,550,620,569,395,5,X
5002,12,295,A,2,2,2,445,514,557,421,530,626,6,X
5003,13,319,B,2,1,2,499,397,467,527,525,416,9,X
5004,14,341,A,2,2,1,460,627,545,427,503,550,3,X
5005,15,383,B,1,2,1,651,405,489,633,545,404,5,X
5006,16,394,A,2,1,2,713,404,544,406,507,634,6,B
5007,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5008,1,48,B,2,2,2,574,353,674,570,532,385,2,X
5009,2,115,A,2,2,1,439,626,571,345,664,580,3,X
5010,3,146,B,1,2,1,452,454,547,610,579,383,7,X
5011,4,176,A,2,2,2,490,496,483,445,530,608,6,X
5012,5,206,B,2,1,2,691,350,505,523,571,418,8,X
5013,6,270,A,2,2,1,870,643,686,355,702,574,3,X
5014,7,303,B,2,2,1,824,449,791,647,652,394,7,X
5015,8,332,A,2,1,2,448,626,760,427,721,589,9,X
5016,9,369,B,1,2,1,790,354,571,630,609,399,3,X
5017,10,406,A,1,2,1,435,622,719,362,645,598,3,X
5018,11,448,B,2,2,1,482,393,518,615,611,380,5,X
5019,12,461,A,2,2,2,583,531,537,388,486,611,6,X
5020,13,487,B,2,1,1,540,404,620,546,559,391,9,X
5021,14,500,A,2,2,2,524,611,593,399,629,546,8,X
5022,15,533,B,2,2,1,837,360,552,613,563,386,5,B
5023,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5024,1,32,B,2,1,2,600,379,653,511,569,333,1,X
5025,2,56,A,2,2,2,700,466,585,373,669,528,6,X
5026,3,71,B,2,2,2,522,377,695,512,591,371,6,X
5027,4,90,A,2,2,2,640,449,561,376,668,512,6,X
5028,5,110,B,2,2,2,513,392,621,476,590,366,6,X
5029,6,132,A,2,2,2,498,451,537,386,610,499,6,X
5030,7,156,B,2,1,2,776,276,546,486,595,367,8,A
5031,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5032,1,5,A,2,1,2,741,436,636,301,726,529,1,X
5033,2,25,B,2,1,2,730,257,695,465,668,299,9,X
5034,3,53,A,2,2,1,483,500,696,264,670,499,5,X
5035,4,71,B,2,2,2,549,325,556,523,688,264,6,X
5036,5,94,A,2,1,2,806,551,568,327,568,517,9,X
5037,6,123,B,1,2,1,763,278,684,547,666,302,5,X
5038,7,139,A,2,2,2,507,434,684,282,734,582,6,X
5039,8,168,B,2,2,2,485,341,551,466,673,281,6,X
5040,9,196,A,2,1,2,740,400,515,332,556,462,6,X
5041,10,230,B,2,1,2,752,352,684,422,617,317,6,X
5042,11,257,A,2,2,2,759,591,695,332,657,455,8,X
5043,12,318,B,1,2,1,498,266,717,609,674,302,5,A
5044,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5045,1,29,B,2,1,2,600,349,646,477,584,307,1,X
5046,2,49,A,2,2,2,853,585,595,346,643,480,8,X
5047,3,85,B,2,2,1,771,308,790,605,628,315,5,X
5048,4,100,A,2,1,2,712,444,634,312,760,589,6,X
5049,5,125,B,2,2,2,800,375,679,474,649,308,6,X
5050,6,150,A,2,1,2,816,397,759,357,695,477,6,B
5051,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5052,1,14,B,2,1,2,606,433,650,561,549,401,1,X
5053,2,37,A,2,1,2,828,500,557,431,621,564,6,X
5054,3,67,B,2,2,2,830,363,782,517,637,413,8,X
5055,4,98,A,2,2,1,448,537,729,368,722,566,5,X
5056,5,120,B,2,1,2,496,456,509,546,777,360,6,X
5057,6,150,A,2,2,2,845,636,527,437,510,541,9,X
5058,7,190,B,2,2,2,585,403,767,649,625,411,4,X
5059,8,209,A,2,2,1,738,594,591,402,723,636,4,X
5060,9,224,B,2,2,2,785,429,668,603,593,400,6,X
5061,10,252,A,2,1,2,863,500,742,422,651,586,6,X
5062,11,281,B,2,2,2,774,358,810,514,712,416,8,X
5063,12,320,A,2,2,1,885,544,739,360,702,565,7,X
5064,13,346,B,2,2,2,813,451,850,566,708,366,6,X
5065,14,375,A,2,1,2,514,611,771,436,764,564,8,X
5066,15,406,B,2,2,1,511,360,625,603,656,409,3,X
5067,16,448,A,2,2,1,856,533,530,357,615,585,7,X
5068,17,471,B,2,2,2,814,371,801,547,534,369,8,X
5069,18,493,A,1,2,1,585,596,707,371,751,567,3,X
5070,19,521,B,2,2,1,713,394,624,594,709,380,5,X
5071,20,535,A,2,1,2,814,530,594,385,626,612,6,X
5072,21,563,B,2,2,2,560,450,763,545,634,396,6,X
5073,22,594,A,2,2,2,513,621,573,428,676,560,8,X
5074,23,627,B,1,2,1,491,355,624,610,586,409,3,X
5075,24,676,A,2,2,1,438,545,517,364,608,595,7,X
5076,25,697,B,2,1,2,451,459,476,565,526,381,6,X
5077,26,726,A,2,2,2,421,609,475,442,544,562,8,X
5078,27,760,B,2,2,1,471,392,507,599,528,402,5,X
5079,28,771,A,2,2,2,755,530,527,393,474,612,6,X
5080,29,800,B,2,2,2,575,369,696,542,600,388,8,X
5081,30,832,A,2,2,1,425,607,574,360,638,572,3,X
5082,31,864,B,2,2,1,492,365,535,603,569,380,3,X
5083,32,913,A,2,2,1,452,542,505,362,607,587,7,X
5084,33,936,B,2,1,2,494,365,486,556,521,378,8,X
5085,34,964,A,2,2,1,467,623,547,369,563,572,3,X
5086,35,1000,B,2,2,1,459,355,502,627,572,381,3,X
5087,36,1041,A,2,2,1,827,500,476,354,571,586,7,X
5088,37,1068,B,2,2,2,850,467,764,506,587,375,6,X
5089,38,1096,A,2,1,2,549,617,802,449,777,522,8,X
5090,39,1149,B,2,2,1,853,398,571,627,668,412,5,B
5091,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5092,1,21,A,2,2,2,553,661,648,441,515,636,2,X
5093,2,83,B,2,2,1,770,383,533,668,623,423,3,X
5094,3,122,A,2,2,1,771,538,702,386,686,611,7,X
5095,4,153,B,2,2,2,783,485,714,551,695,403,6,X
5096,5,184,A,2,1,2,747,655,751,472,713,559,8,X
5097,6,249,B,2,2,1,815,443,716,663,652,422,7,X
5098,7,274,A,2,1,2,825,519,787,435,706,609,6,X
5099,8,303,B,2,2,2,490,376,786,529,722,437,8,X
5100,9,345,A,2,2,2,757,542,539,371,638,578,4,X
5101,10,369,B,2,2,2,776,462,724,551,535,382,6,X
5102,11,394,A,2,1,2,493,604,746,453,729,558,8,X
5103,12,442,B,2,1,1,766,378,510,621,619,425,3,X
5104,13,480,A,2,2,1,807,604,704,382,661,599,3,X
5105,14,505,B,2,2,1,783,479,728,607,716,392,7,X
5106,15,532,A,2,1,2,792,510,746,460,740,611,6,X
5107,16,564,B,2,2,2,792,485,763,526,699,466,6,X
5108,17,585,A,2,1,1,742,530,739,472,760,522,9,A
5109,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5110,1,7,B,2,1,2,589,348,657,500,576,315,1,X
5111,2,30,A,2,2,2,488,424,607,344,654,499,6,X
5112,3,58,B,2,1,2,503,270,529,453,609,342,8,X
5113,4,100,A,2,2,1,767,441,518,279,599,503,7,X
5114,5,123,B,2,2,2,594,350,717,488,565,287,6,X
5115,6,152,A,2,2,2,682,416,616,342,653,498,6,X
5116,7,176,B,2,2,2,623,385,663,456,610,340,6,X
5117,8,199,A,2,1,2,510,606,585,364,646,469,8,X
5118,9,262,B,1,2,1,730,352,495,632,606,317,7,X
5119,10,286,A,2,1,2,500,572,684,345,594,567,8,X
5120,11,319,B,1,2,1,483,285,533,582,603,310,5,B
5121,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5122,1,10,A,2,2,2,783,657,614,424,744,601,2,X
5123,2,65,B,2,2,1,793,439,738,661,631,422,7,X
5124,3,92,A,2,1,2,509,633,758,436,701,608,8,X
5125,4,131,B,1,2,1,504,390,591,636,618,414,3,X
5126,5,160,A,2,2,1,495,617,527,388,592,596,3,X
5127,6,189,B,1,2,1,416,508,556,613,569,408,7,A
5128,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5129,1,10,B,2,1,2,709,373,621,491,705,323,1,X
5130,2,25,A,2,1,1,561,508,671,365,676,512,9,X
5131,3,37,B,2,1,2,584,298,691,521,645,354,8,X
5132,4,66,A,2,2,1,520,538,599,303,686,538,5,X
5133,5,75,B,2,1,2,554,351,702,547,556,301,6,X
5134,6,98,A,2,2,1,790,469,547,338,637,563,6,X
5135,7,127,B,2,2,2,801,279,769,481,626,335,8,X
5136,8,168,A,2,2,1,829,557,734,281,741,543,5,X
5137,9,180,B,2,2,2,603,328,758,555,769,289,4,X
5138,10,203,A,2,2,1,489,461,616,327,719,544,6,X
5139,11,229,B,2,1,2,766,279,513,469,591,336,8,X
5140,12,272,A,2,2,1,801,523,704,279,703,538,5,X
5141,13,288,B,2,2,2,539,349,756,528,731,285,6,X
5142,14,316,A,2,2,2,648,466,561,343,640,518,6,X
5143,15,343,B,2,2,2,785,283,577,471,597,338,8,X
5144,16,385,A,2,2,1,666,526,718,283,714,528,5,X
5145,17,401,B,2,1,2,753,358,726,530,730,287,6,X
5146,18,426,A,2,1,2,636,447,707,352,673,530,6,X
5147,19,450,B,2,2,2,512,277,595,462,645,343,8,X
5148,20,497,A,2,2,1,457,470,540,273,662,520,7,X
5149,21,520,B,2,1,2,769,375,468,492,583,294,6,X
5150,22,546,A,2,1,2,795,421,732,359,601,502,6,X
5151,23,574,B,2,2,2,792,285,768,434,691,347,8,X
5152,24,625,A,2,2,1,850,527,740,281,725,529,5,X
5153,25,641,B,2,2,2,796,343,772,532,743,286,6,X
5154,26,666,A,2,1,2,557,467,752,338,753,534,6,X
5155,27,692,B,2,1,2,751,282,569,482,655,335,8,X
5156,28,732,A,2,2,1,799,534,702,283,702,538,5,X
5157,29,746,B,2,2,2,546,351,745,535,720,287,6,X
5158,30,773,A,2,2,2,613,441,563,340,689,548,6,X
5159,31,802,B,2,2,2,738,284,558,445,592,344,8,X
5160,32,840,A,1,2,1,487,483,676,292,664,528,7,X
5161,33,869,B,2,1,2,556,286,511,500,654,306,8,X
5162,34,900,A,2,2,1,467,465,590,285,618,528,7,X
5163,35,924,B,2,1,2,782,280,476,483,591,302,8,X
5164,36,958,A,2,2,1,816,543,679,284,663,529,5,X
5165,37,972,B,2,2,2,590,343,747,539,715,291,6,X
5166,38,998,A,2,2,2,454,446,599,329,674,531,6,X
5167,39,1027,B,2,1,2,530,287,497,463,595,335,8,X
5168,40,1059,A,2,2,1,478,515,564,285,566,507,5,X
5169,41,1075,B,2,1,2,560,346,571,522,582,297,6,X
5170,42,1099,A,2,2,2,571,430,574,343,593,529,6,X
5171,43,1129,B,2,1,2,768,286,580,448,608,357,8,X
5172,44,1173,A,2,2,1,529,478,700,285,685,532,7,X
5173,45,1198,B,2,1,2,510,370,533,495,704,290,6,X
5174,46,1226,A,2,2,2,452,551,538,360,581,510,8,X
5175,47,1259,B,2,2,1,528,313,535,534,571,334,5,X
5176,48,1270,A,2,2,2,711,465,556,314,527,567,6,X
5177,49,1302,B,2,2,2,792,284,679,474,612,321,8,X
5178,50,1340,A,2,2,1,819,536,724,287,698,536,5,X
5179,51,1351,B,2,2,2,268,436,761,541,754,286,6,A
5180,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5181,1,11,B,2,1,2,609,370,655,517,572,340,1,X
5182,2,31,A,2,1,1,616,514,549,371,677,534,9,X
5183,3,39,B,2,1,2,824,344,690,540,568,372,6,X
5184,4,66,A,2,1,2,794,440,756,345,683,542,6,X
5185,5,90,B,2,2,2,809,394,774,468,679,354,6,X
5186,6,114,A,2,1,2,664,636,740,395,734,488,8,X
5187,7,176,B,2,2,1,539,321,667,645,615,333,5,X
5188,8,190,A,2,2,2,488,452,588,331,670,619,6,X
5189,9,218,B,2,1,2,783,369,510,503,586,349,6,X
5190,10,248,A,2,1,2,825,446,718,376,672,541,6,X
5191,11,276,B,2,2,2,516,291,785,482,688,365,8,X
5192,12,320,A,2,2,1,467,501,535,286,667,541,7,X
5193,13,339,B,2,1,2,513,366,544,520,574,310,6,X
5194,14,362,A,2,2,2,456,543,530,372,598,531,9,X
5195,15,376,B,2,1,2,517,332,588,530,552,361,4,X
5196,16,389,A,2,2,1,621,508,537,335,520,528,4,X
5197,17,402,B,2,1,2,723,372,636,548,549,339,6,X
5198,18,421,A,2,1,2,565,399,726,371,719,539,6,B
5199,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5200,1,43,B,2,2,2,555,401,668,563,576,417,2,X
5201,2,108,A,2,2,1,857,568,565,410,622,586,7,X
5202,3,131,B,2,2,2,788,424,796,581,628,417,8,X
5203,4,156,A,1,2,1,877,612,733,423,751,595,5,A
5204,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5205,1,34,B,2,1,2,682,387,627,463,686,371,1,X
5206,2,58,A,2,2,2,860,479,698,381,635,467,9,X
5207,3,75,B,2,2,1,625,365,703,478,688,383,3,X
5208,4,111,A,2,2,1,970,540,633,366,761,464,5,A
5209,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5210,1,13,B,2,2,2,612,378,663,567,576,389,2,X
5211,2,80,A,2,2,1,471,615,624,374,647,589,3,X
5212,3,109,B,1,2,1,486,418,553,615,605,406,5,X
5213,4,127,A,2,2,2,810,534,521,419,534,628,6,X
5214,5,153,B,2,2,2,510,389,756,553,631,414,8,X
5215,6,185,A,2,2,1,453,580,552,392,643,583,4,X
5216,7,199,B,2,1,1,455,389,547,592,571,403,8,X
5217,8,234,A,2,2,1,435,589,490,388,576,599,4,X
5218,9,253,B,2,1,2,502,455,518,597,519,405,6,X
5219,10,283,A,2,2,2,478,501,534,451,553,591,6,X
5220,11,312,B,2,1,2,761,388,502,507,547,451,8,X
5221,12,361,A,2,1,1,757,624,725,391,644,584,3,X
5222,13,396,B,2,2,1,541,406,750,627,648,410,3,X
5223,14,417,A,2,2,1,815,534,572,407,742,654,6,A
5224,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5225,1,18,A,2,1,2,696,455,633,323,722,533,1,X
5226,2,41,B,2,1,2,769,273,720,475,648,319,8,X
5227,3,74,A,1,2,1,879,581,696,283,699,502,3,X
5228,4,106,B,2,2,1,810,304,804,604,666,288,5,X
5229,5,124,A,2,1,2,834,422,649,307,763,576,6,X
5230,6,158,B,2,2,2,542,378,805,453,686,321,6,X
5231,7,188,A,2,2,2,410,421,590,378,676,463,6,B
5232,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5233,1,10,A,2,1,2,597,460,643,334,550,533,1,X
5234,2,28,B,2,1,2,770,363,629,484,652,330,6,X
5235,3,50,A,2,1,2,782,423,719,354,653,511,6,X
5236,4,76,B,2,2,2,804,378,753,458,683,348,6,X
5237,5,103,A,2,1,2,630,681,748,364,702,461,8,B
5238,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5239,1,16,B,2,1,2,793,319,622,480,704,288,1,X
5240,2,47,A,2,2,2,824,396,735,313,657,480,6,X
5241,3,76,B,2,1,2,570,343,775,419,713,311,6,X
5242,4,107,A,2,1,2,489,394,607,339,682,443,6,X
5243,5,134,B,2,2,2,583,242,522,404,584,320,8,X
5244,6,193,A,1,2,1,819,489,585,245,591,485,5,X
5245,7,212,B,2,1,2,790,336,607,510,573,248,6,X
5246,8,246,A,2,2,1,629,610,756,340,693,508,9,A
5247,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5248,1,13,B,2,1,2,589,424,645,556,546,393,1,X
5249,2,40,A,2,1,2,496,621,553,417,648,558,8,X
5250,3,72,B,2,2,1,468,395,544,618,597,391,5,X
5251,4,89,A,2,2,2,638,542,529,390,525,630,6,X
5252,5,114,B,2,1,2,818,354,653,570,604,387,8,X
5253,6,158,A,1,2,1,862,613,730,349,710,575,3,X
5254,7,200,B,2,2,1,821,392,824,616,677,387,5,X
5255,8,216,A,2,1,2,756,502,662,388,827,620,6,X
5256,9,244,B,2,2,2,854,456,701,520,685,396,6,B
5257,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5258,1,20,A,2,2,2,773,618,622,333,747,548,2,X
5259,2,85,B,2,2,1,618,340,722,643,615,329,5,X
5260,3,102,A,2,2,2,713,467,611,333,693,564,6,X
5261,4,128,B,2,2,2,726,296,664,492,630,336,8,X
5262,5,160,A,1,2,1,434,533,686,294,702,527,5,A
5263,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5264,1,5,B,2,1,2,495,367,649,488,579,312,1,X
5265,2,41,A,2,2,2,843,542,541,350,639,494,8,X
5266,3,68,B,2,2,1,757,318,675,544,611,324,5,X
5267,4,78,A,2,1,2,445,446,634,314,830,588,6,X
5268,5,113,B,2,1,2,492,279,503,471,620,314,8,X
5269,6,150,A,2,2,1,404,598,535,262,578,489,3,X
5270,7,189,B,2,2,1,696,404,447,590,569,294,5,A
5271,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5272,1,57,B,2,1,2,574,394,659,470,591,374,1,X
5273,2,81,A,2,1,2,475,424,594,392,648,477,6,X
5274,3,110,B,2,1,2,487,395,511,443,610,379,6,X
5275,4,138,A,2,1,2,864,554,526,402,557,453,8,X
5276,5,178,B,2,2,1,768,365,750,561,650,380,5,X
5277,6,197,A,2,2,2,768,422,685,377,759,573,6,X
5278,7,224,B,2,2,2,485,389,710,441,702,370,6,X
5279,8,252,A,2,1,2,579,516,524,386,660,451,8,X
5280,9,291,B,2,2,1,615,411,591,524,614,375,5,A
5281,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5282,1,8,A,2,1,2,623,411,653,301,557,512,1,X
5283,2,29,B,2,2,2,771,345,626,441,656,310,6,X
5284,3,53,A,2,2,2,871,594,711,339,644,453,9,X
5285,4,89,B,1,2,1,568,264,723,564,695,299,3,X
5286,5,122,A,1,2,1,402,559,608,265,667,565,5,A
5287,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5288,1,28,B,2,1,2,586,311,655,478,591,281,1,X
5289,2,51,A,2,1,2,496,579,604,304,627,490,9,X
5290,3,83,B,2,2,1,526,275,536,582,630,292,5,X
5291,4,96,A,2,1,2,500,397,643,280,513,605,6,X
5292,5,122,B,2,2,2,781,340,524,436,610,297,6,X
5293,6,147,A,2,2,2,836,552,706,334,588,462,8,X
5294,7,176,B,1,2,1,743,281,722,556,691,311,5,X
5295,8,189,A,2,2,1,557,427,709,289,749,587,6,X
5296,9,217,B,2,2,2,768,346,608,462,671,271,6,X
5297,10,243,A,2,2,2,811,389,717,332,608,477,6,X
5298,11,272,B,2,1,2,556,229,774,419,703,321,9,A
5299,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5300,1,9,B,2,1,2,675,380,619,463,709,369,1,X
5301,2,32,A,2,2,2,775,419,689,382,653,471,6,X
5302,3,60,B,2,2,2,731,403,723,428,666,381,6,X
5303,4,82,A,2,1,2,434,581,705,395,698,440,8,X
5304,5,113,B,1,2,1,553,358,602,523,656,381,3,X
5305,6,151,A,2,2,1,863,447,588,360,630,511,7,X
5306,7,173,B,2,2,2,745,359,762,480,592,365,4,X
5307,8,197,A,2,1,1,456,527,719,365,799,487,3,X
5308,9,231,B,2,1,1,650,379,509,540,649,368,7,X
5309,10,258,A,2,2,2,394,581,671,384,655,483,8,X
5310,11,296,B,1,2,1,526,369,432,568,610,370,5,X
5311,12,315,A,2,2,2,711,428,578,368,450,550,6,X
5312,13,347,B,2,2,1,686,391,677,439,599,374,6,X
5313,14,375,A,2,1,2,522,560,678,385,648,451,8,X
5314,15,418,B,2,2,1,736,357,545,542,612,374,3,X
5315,16,450,A,1,2,1,865,568,699,363,619,537,3,X
5316,17,492,B,2,2,1,547,362,849,556,645,372,3,X
5317,18,532,A,2,2,1,556,441,573,360,698,500,7,X
5318,19,559,B,2,1,2,568,396,559,450,607,366,6,X
5319,20,590,A,2,2,2,348,571,587,387,582,451,8,X
5320,21,633,B,2,1,2,702,382,488,574,597,371,7,X
5321,22,661,A,2,1,1,494,499,674,387,664,528,4,X
5322,23,674,B,2,1,2,496,412,681,497,657,379,4,A
5323,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5324,1,19,A,2,1,2,679,461,621,331,719,541,1,X
5325,2,39,B,2,1,2,792,352,723,485,645,338,6,X
5326,3,62,A,2,1,2,385,602,720,350,719,503,9,X
5327,4,101,B,2,1,2,713,341,454,617,608,321,7,X
5328,5,125,A,2,1,2,477,438,680,338,577,569,6,X
5329,6,151,B,2,1,2,681,277,477,481,611,337,8,X
5330,7,188,A,1,2,1,468,514,643,281,660,530,5,X
5331,8,200,B,2,1,2,447,410,701,536,636,273,6,A
5332,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5333,1,38,A,2,1,2,787,438,628,374,780,492,1,X
5334,2,64,B,2,2,2,545,359,742,443,638,373,8,X
5335,3,93,A,2,2,1,262,565,568,359,638,469,3,X
5336,4,126,B,1,2,1,560,356,401,534,617,369,3,X
5337,5,167,A,2,2,1,347,567,577,355,567,505,3,X
5338,6,202,B,2,2,1,516,359,446,550,591,371,3,X
5339,7,247,A,2,2,1,799,439,535,358,557,500,7,X
5340,8,272,B,2,2,2,746,355,771,448,577,358,8,X
5341,9,302,A,2,1,1,836,427,721,358,739,459,7,X
5342,10,332,B,2,2,2,725,354,796,437,668,368,8,X
5343,11,363,A,2,2,1,423,467,682,358,746,466,7,X
5344,12,383,B,2,1,2,402,399,624,471,685,355,6,A
5345,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5346,1,16,B,2,1,2,709,363,625,505,699,325,1,X
5347,2,34,A,2,1,1,520,509,657,370,662,526,9,X
5348,3,48,B,2,1,2,698,279,671,525,616,358,8,X
5349,4,86,A,1,2,1,899,539,675,297,704,558,5,B
5350,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5351,1,16,B,2,1,2,669,390,620,473,679,374,1,X
5352,2,39,A,2,1,2,507,487,655,388,633,474,9,X
5353,3,54,B,2,1,1,490,394,616,483,644,383,6,X
5354,4,83,A,2,2,2,303,589,550,387,566,487,8,X
5355,5,113,B,1,2,1,738,354,479,561,566,380,3,X
5356,6,146,A,2,1,1,704,550,703,361,603,520,3,X
5357,7,179,B,2,2,1,688,372,719,507,647,372,5,X
5358,8,191,A,2,1,2,671,402,635,370,764,525,6,B
5359,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5360,1,41,B,2,1,2,701,380,610,466,682,373,1,X
5361,2,64,A,2,1,2,265,580,673,385,633,479,9,X
5362,3,103,B,2,2,2,530,394,394,602,612,377,7,X
5363,4,125,A,2,2,2,846,427,547,390,555,516,6,X
5364,5,152,B,2,1,2,672,357,765,442,622,376,8,X
5365,6,203,A,1,2,1,491,482,648,365,627,480,5,X
5366,7,225,B,2,2,2,527,386,564,502,621,365,6,X
5367,8,255,A,2,2,2,709,416,555,388,579,480,6,A
5368,0,0,A,0,0,0,0,0,0,0,0,0,0,X
5369,1,7,A,2,1,2,709,444,620,336,721,521,1,X
5370,2,27,B,2,2,2,609,347,700,484,617,337,6,X
5371,3,49,A,2,2,2,780,435,637,350,656,486,6,X
5372,4,76,B,2,2,2,781,277,716,459,666,347,8,X
5373,5,113,A,1,2,1,819,524,707,281,696,523,5,X
5374,6,126,B,2,2,2,534,362,735,553,747,287,6,X
5375,7,156,A,2,2,2,850,621,574,340,630,511,8,X
5376,8,198,B,2,2,2,543,346,782,633,634,338,7,X
5377,9,225,A,2,2,2,795,609,550,355,706,579,8,X
5378,10,265,B,2,2,2,693,281,692,622,652,336,3,X
5379,11,301,A,2,2,1,800,472,681,291,673,550,7,X
5380,12,323,B,2,2,2,787,359,772,512,664,289,6,X
5381,13,351,A,2,1,2,389,604,709,350,714,527,8,X
5382,14,394,B,2,1,2,482,350,454,617,587,325,7,X
5383,15,422,A,2,2,2,484,432,520,353,629,580,6,X
5384,16,450,B,2,1,2,519,273,495,480,561,350,8,X
5385,17,496,A,2,2,1,457,577,538,279,631,528,3,X
5386,18,525,B,2,1,1,564,331,475,559,579,300,7,X
5387,19,545,A,2,2,2,658,437,583,333,592,562,6,X
5388,20,572,B,2,2,2,787,275,660,486,606,332,8,X
5389,21,611,A,1,2,1,376,530,706,282,683,545,5,B
